18:06:10.429 - INFO - UTILS - version=1.11.0
18:06:10.429 - INFO - UTILS - developer: Oliver Schwengers, github.com/oschwengers
18:06:10.429 - INFO - UTILS - command: /media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/bakta --force --db /media/orange/bakta_db --output annotation/GCA_027564955 --skip-plot --prefix GCA_027564955 --locus-tag GCA_027564955 --translation-table 4 --threads 8 --genus Spiroplasma --species sp. --strain GCA_027564955 genome_fastas/GCA_027564955.fas
18:06:10.429 - INFO - UTILS - local time: 2025-06-18 18:06:10
18:06:10.431 - INFO - UTILS - machine: type=x86_64, cores=64
18:06:10.431 - INFO - UTILS - system: type=Linux, release=5.4.0-208-generic
18:06:10.431 - INFO - UTILS - python: version=3.11.13, implementation=CPython
18:06:10.431 - INFO - CONFIG - threads=8
18:06:10.431 - INFO - CONFIG - verbose=False
18:06:10.431 - INFO - CONFIG - debug=False
18:06:10.432 - INFO - CONFIG - database: type=parameter, path=/media/orange/bakta_db
18:06:10.432 - INFO - CONFIG - tmp-path=/tmp/tmpkcg1wfkk
18:06:10.432 - INFO - CONFIG - genome-path=/media/orange/spiroplasma_genomes/genome_fastas/GCA_027564955.fas
18:06:10.432 - INFO - CONFIG - min_contig_length=1
18:06:10.432 - INFO - CONFIG - prefix=GCA_027564955
18:06:10.432 - INFO - CONFIG - output-path=/media/orange/spiroplasma_genomes/annotation/GCA_027564955
18:06:10.432 - INFO - CONFIG - force=True
18:06:10.432 - INFO - CONFIG - genus=Spiroplasma
18:06:10.432 - INFO - CONFIG - species=sp.
18:06:10.433 - INFO - CONFIG - strain=GCA_027564955
18:06:10.433 - INFO - CONFIG - plasmid=None
18:06:10.433 - INFO - CONFIG - complete=False
18:06:10.433 - INFO - CONFIG - prodigal_tf=None
18:06:10.433 - INFO - CONFIG - translation_table=4
18:06:10.433 - INFO - CONFIG - gram=?
18:06:10.433 - INFO - CONFIG - compliant=False
18:06:10.433 - INFO - CONFIG - meta=False
18:06:10.433 - INFO - CONFIG - locus=None
18:06:10.433 - INFO - CONFIG - locus-tag=GCA_027564955
18:06:10.433 - INFO - CONFIG - locus-tag-increment=1
18:06:10.433 - INFO - CONFIG - keep_contig_headers=False
18:06:10.433 - INFO - CONFIG - replicon-table=None
18:06:10.433 - INFO - CONFIG - regions=None
18:06:10.433 - INFO - CONFIG - skip-tRNA=False
18:06:10.433 - INFO - CONFIG - skip-tmRNA=False
18:06:10.433 - INFO - CONFIG - skip-rRNA=False
18:06:10.433 - INFO - CONFIG - skip-ncRNA=False
18:06:10.433 - INFO - CONFIG - skip-ncRNA-region=False
18:06:10.433 - INFO - CONFIG - skip-CRISPR=False
18:06:10.433 - INFO - CONFIG - skip-CDS=False
18:06:10.433 - INFO - CONFIG - skip-pseudo=False
18:06:10.433 - INFO - CONFIG - skip-sORF=False
18:06:10.433 - INFO - CONFIG - skip-gap=False
18:06:10.433 - INFO - CONFIG - skip-ori=False
18:06:10.433 - INFO - CONFIG - skip-filter=False
18:06:10.433 - INFO - CONFIG - skip-plot=True
18:06:10.433 - INFO - DB - detected: major=6, minor=0, type=full, date=2025-02-24
18:06:10.531 - INFO - UTILS - dependency: tool=tRNAscan-SE, version=v2.0.12, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/tRNAscan-SE
18:06:10.532 - INFO - UTILS - dependency: tool=Aragorn, version=v1.2.41, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/aragorn
18:06:10.536 - INFO - UTILS - dependency: tool=CMscan, version=v1.1.5, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/cmscan
18:06:10.539 - INFO - UTILS - dependency: tool=PilerCR, version=v1.6.0, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/pilercr
18:06:10.627 - INFO - UTILS - dependency: tool=Pyrodigal, version=v3.6.3, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/python3.11
18:06:10.631 - INFO - UTILS - dependency: tool=AMRFinderPlus, version=v4.0.23, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/amrfinder
18:06:10.714 - INFO - UTILS - dependency: tool=Pyhmmer, version=v0.11.0, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/python3.11
18:06:10.719 - INFO - UTILS - dependency: tool=Diamond, version=v2.1.12, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/diamond
18:06:10.815 - INFO - UTILS - dependency: tool=Blastn, version=v2.16.0, path=/media/orange/spiroplasma_genomes/.snakemake/conda/5d5594423c54561d7f96046fbf1e3ad9_/bin/blastn
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000981.1, length=257, description=MAG: Spiroplasma sp. Tabriz.8 Seq1000_257, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000982.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1001_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000983.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1002_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000984.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1003_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000985.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1004_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000986.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1005_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000987.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1006_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.823 - INFO - FASTA - imported: id=JAQAJK010000988.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1007_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000989.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1008_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000990.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1009_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000090.1, length=353, description=MAG: Spiroplasma sp. Tabriz.8 Seq100_353, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000991.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1010_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000992.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1011_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000993.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1012_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000994.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1013_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000995.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1014_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000996.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1015_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000997.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1016_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000998.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1017_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000999.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1018_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010001000.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1019_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010000091.1, length=353, description=MAG: Spiroplasma sp. Tabriz.8 Seq101_353, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010001001.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1020_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010001002.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1021_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010001003.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1022_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.824 - INFO - FASTA - imported: id=JAQAJK010001004.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1023_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.825 - INFO - FASTA - imported: id=JAQAJK010001005.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1024_256, whole genome shotgun sequence, genomic=True, dna=True
18:06:10.825 - INFO - FASTA - imported: id=JAQAJK010001006.1, length=256, description=MAG: Spiroplasma sp. Tabriz.8 Seq1025_256, whole genome shotgun sequence, genomic=True, dna=True
